MH-64-li 12%
 1.00000    -0.00000
 0.99678     0.00002
 0.98710     0.00025
 0.97112     0.00104
 0.94919     0.00264
 0.92172     0.00520
 0.88921     0.00888
 0.85231     0.01371
 0.81167     0.01954
 0.76795     0.02616
 0.72178     0.03330
 0.67379     0.04064
 0.62452     0.04777
 0.57443     0.05439
 0.52396     0.06023
 0.47352     0.06517
 0.42357     0.06910
 0.37460     0.07197
 0.32711     0.07368
 0.28157     0.07416
 0.23842     0.07332
 0.19803     0.07109
 0.16073     0.06748
 0.12683     0.06252
 0.09658     0.05630
 0.07023     0.04895
 0.04794     0.04063
 0.02981     0.03155
 0.01589     0.02210
 0.00623     0.01271
 0.00199     0.00645
 0.00090     0.00403
 0.00022     0.00179
 0.00001     0.00042
 0.00006    -0.00084
 0.00044    -0.00214
 0.00113    -0.00347
 0.00263    -0.00555
 0.00462    -0.00770
 0.00694    -0.00980
 0.01834    -0.01708
 0.03467    -0.02408
 0.05570    -0.03046
 0.08123    -0.03596
 0.11108    -0.04036
 0.14507    -0.04354
 0.18296    -0.04549
 0.22448    -0.04624
 0.26924    -0.04593
 0.31680    -0.04466
 0.36667    -0.04259
 0.41830    -0.03985
 0.47113    -0.03662
 0.52453    -0.03303
 0.57785    -0.02924
 0.63044    -0.02536
 0.68166    -0.02151
 0.73087    -0.01782
 0.77746    -0.01438
 0.82088    -0.01129
 0.86058    -0.00859
 0.89606    -0.00633
 0.92687    -0.00449
 0.95262    -0.00302
 0.97299    -0.00187
 0.98777    -0.00092
 0.99687    -0.00024
